"","NR_CONVENIO","ID_PROPOSTA","SIT_CONVENIO","INSTRUMENTO_ATIVO","IND_OPERA_OBTV","DIA_INIC_VIGENC_CONV","DIA_FIM_VIGENC_CONV","Ano_FIM","DIA_FIM_VIGENC_ORIGINAL_CONV","VL_GLOBAL_CONV","VL_REPASSE_CONV","VL_CONTRAPARTIDA_CONV","VALOR_GLOBAL_ORIGINAL_CONV","VALOR_REPASSE_EMENDA","MUNICIPIO","OBJETO_PROPOSTA","NATUREZA_JURIDICA","NM_PROPONENTE","DESC_ORGAO_SUP","DESC_ORGAO","PORCENT_EMENDA","PORCENT_CONTRAPARTIDA","ATRASO","MESES_ATRASO"
"1177",875317,1336062,"Em execução","SIM","SIM","23/07/2018","23/04/2021",2021,"23/04/2021",692638.23,685711.85,6926.38,NA,685711.85,"BARRA MANSA","Reforma e Modernização da Quadra Poliesportiva do Centro de Lazer Feliz da Vida.","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",99,1,"Nao",0
"1178",875318,1336225,"Em execução","SIM","SIM","23/07/2018","23/04/2021",2021,"23/04/2021",682567.01,640190.48,42376.53,NA,640190.48,"BARRA MANSA","Implantação e Modernização do Complexo Esportivo do Bairro Colônia - Barra Mansa/RJ.","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",93.79,6.21,"Nao",0
"1179",875355,1372157,"Em execução","SIM","SIM","14/12/2018","31/12/2020",2020,"06/06/2020",13672836.47,13504998.31,167838.16,15186417.82,0,"SAQUAREMA","Pavimentação em CBUQ com implantação de drenagem pluvial, calçadas, meio fio e sinalização na Estrada de Mombaça, Estrada João Catarino e Rua Sem Nome 2, no Município de Saquarema/RJ.","Administração Pública Municipal","MUNICIPIO DE SAQUAREMA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.23,"Sim",7
"1180",875384,1337288,"Em execução","SIM","SIM","12/07/2018","31/12/2021",2021,"31/12/2021",826091.96,816091.96,10000,NA,816091.96,"CAMPOS DOS GOYTACAZES","Reforma do Ginásio Municipal Waldir Pereira.","Administração Pública Municipal","MUNICIPIO DE CAMPOS DOS GOYTACAZES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.79,1.21,"Nao",0
"1181",875416,1334700,"Convênio Anulado","NÃO","SIM","24/09/2018","24/01/2022",2022,"24/01/2022",465952.38,460952.38,5000,NA,460952.38,"ENGENHEIRO PAULO DE FRONTIN","Revitalização de Quadras no município de Engenheiro Paulo de Frontin","Administração Pública Municipal","MUNICIPIO DE ENGENHEIRO PAULO DE FRONTIN","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.93,1.07,"Nao",0
"1182",875466,1340152,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/06/2018","31/12/2019",2019,"31/12/2019",3455121.85,3133508.95,321612.9,NA,0,"ITATIAIA","Revitalização Urbana - Recuperação de Calçada nas Avenidas Brasil, das Mangueiras e na Rua das Velas - Penedo - Itatiaia/RJ.","Administração Pública Municipal","MUNICIPIO DE ITATIAIA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,9.31,"Nao",0
"1183",875733,1336234,"Convênio Anulado","NÃO","SIM","13/09/2018","01/08/2020",2020,"01/08/2020",507047.62,460952.38,46095.24,NA,460952.38,"NITEROI","Realizar intervenções de reformas e melhorias habitacionais.","Administração Pública Municipal","MUNICIPIO DE NITEROI","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",90.91,9.09,"Nao",0
"1184",875736,1337068,"Convênio Anulado","NÃO","SIM","22/08/2018","01/08/2020",2020,"01/08/2020",297523.81,270476.19,27047.62,NA,270476.19,"NITEROI","Realizar intervenções de reformas e melhorias habitacionais.","Administração Pública Municipal","MUNICIPIO DE NITEROI","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",90.91,9.09,"Nao",0
"1185",875740,1339436,"Em execução","SIM","SIM","28/09/2018","28/06/2021",2021,"28/06/2021",524795.6,460952.38,63843.22,465000,460952.38,"PARAIBA DO SUL","Recape Asfáltico em Diversas Ruas do Município.","Administração Pública Municipal","PARAIBA DO SUL PREFEITURA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",87.83,12.17,"Nao",0
"1186",875743,1335495,"Em execução","SIM","SIM","30/11/2018","01/04/2021",2021,"01/04/2021",278276.19,270476.19,7800,NA,270476.19,"JAPERI","Implantação de Abrigos de Ônibus para o Transporte Coletivo Urbano no município de Japeri/RJ.","Administração Pública Municipal","MUNICIPIO DE JAPERI","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",97.2,2.8,"Nao",0
"1187",875818,1337818,"Convênio Anulado","NÃO","SIM","22/08/2018","22/05/2020",2020,"22/05/2020",776679.44,746666.67,30012.77,NA,746666.67,"RIO CLARO","Reforma de calçadas no Município de  Rio Claro – RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",96.14,3.86,"Nao",0
"1188",875820,1367429,"Convênio Anulado","NÃO","SIM","28/09/2018","28/06/2020",2020,"28/06/2020",368714.29,365714.29,3000,NA,365714.29,"COMENDADOR LEVY GASPARIAN","Construção de calçada","Administração Pública Municipal","MUNICIPIO DE COMENDADOR LEVY GASPARIAN","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",99.19,0.81,"Nao",0
"1189",875956,1362717,"Em execução","SIM","SIM","27/12/2018","31/12/2023",2023,"31/12/2023",369614.29,365714.29,3900,NA,365714.29,"SAO FRANCISCO DE ITABAPOANA","Construção de Praça no município de São Francisco de Itabapoana/RJ.","Administração Pública Municipal","MUNICIPIO DE SAO FRANCISCO DE ITABAPOANA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98.94,1.06,"Nao",0
"1190",875962,1337270,"Em execução","SIM","SIM","22/08/2018","22/05/2021",2021,"22/05/2021",527442.47,522168.02,5274.45,730306.51,522168.02,"RESENDE","Reforma do Portal, implantação e reforma da Sinalização Turística no município de Resende/RJ.","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",99,1,"Nao",0
"1191",875971,1334140,"Convênio Anulado","NÃO","SIM","10/08/2018","26/10/2020",2020,"26/10/2020",230000,222857.14,7142.86,NA,222857.14,"NILOPOLIS","Revitalização de Centro de Apoio ao Turista no município de Nilópolis - RJ.","Administração Pública Municipal","MUNICIPIO DE NILOPOLIS","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",96.89,3.11,"Nao",0
"1192",875972,1363029,"Em execução","SIM","SIM","28/12/2018","31/12/2020",2020,"01/11/2020",281295,270476.19,10818.81,NA,270476.19,"TANGUA","Construção de Praça de Eventos no município de Tanguá-RJ","Administração Pública Municipal","MUNICIPIO DE TANGUA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",96.15,3.85,"Sim",2
"1193",875984,1362352,"Em execução","SIM","SIM","31/07/2018","01/06/2021",2020,"01/03/2020",188040.6,184279.79,3760.81,275996,184279.79,"SAO PEDRO DA ALDEIA","Revitalização e Reforma do Centro de Comercialização de Produtos associados ao turismo no município de São Pedro da Aldeia - RJ","Administração Pública Municipal","MUNICIPIO DE SAO PEDRO DA ALDEIA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98,2,"Sim",15
"1194",875987,1363889,"Convênio Anulado","NÃO","SIM","24/09/2018","01/08/2020",2020,"01/08/2020",225108.22,222857.14,2251.08,NA,222857.14,"SAO GONCALO","Construção de Pier na Praia da Pedrinhas no município de São Gonçalo, RJ.","Administração Pública Municipal","MUNICIPIO DE SAO GONCALO","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",99,1,"Nao",0
"1195",875990,1362340,"Em execução","SIM","SIM","31/07/2018","01/06/2021",2020,"01/03/2020",352183.79,345140.11,7043.68,373178,345140.11,"SAO PEDRO DA ALDEIA","Reforma e revitalização da Praça Hermógenes Freire da Costa no município de São Pedro da Aldeia/RJ.","Administração Pública Municipal","MUNICIPIO DE SAO PEDRO DA ALDEIA","MINISTERIO DO TURISMO","MINISTERIO DO TURISMO",98,2,"Sim",15
"1196",876625,1366427,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","05/11/2018","31/12/2023",2023,"31/12/2023",470171.43,460952.38,9219.05,NA,0,"CARAPEBUS","Reabilitação urbana de espaço público.","Administração Pública Municipal","MUNICIPIO DE CARAPEBUS","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.96,"Nao",0
"1197",876626,1364719,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","02/07/2018","30/08/2021",2021,"30/08/2021",462000,460952.38,1047.62,NA,0,"MIRACEMA","Recapeamento de Ruas no Município de Miracema/RJ.","Administração Pública Municipal","MUNICIPIO DE MIRACEMA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.23,"Nao",0
"1198",876627,1351372,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/07/2018","31/01/2019",2019,"31/01/2019",379998.61,365714.29,14284.32,NA,0,"PETROPOLIS","Sinalização viária na cidade de Petrópolis - RJ","Administração Pública Municipal","MUNICIPIO DE PETROPOLIS","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,3.76,"Nao",0
"1199",876628,1340364,"Em execução","SIM","SIM","30/11/2018","31/12/2020",2020,"30/08/2020",657428.51,651428.51,6000,NA,0,"ENGENHEIRO PAULO DE FRONTIN","Recapeamento de rua no Centro de Engenheiro Paulo de Frontin","Administração Pública Municipal","MUNICIPIO DE ENGENHEIRO PAULO DE FRONTIN","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,0.91,"Sim",4
"1200",876629,1340415,"Em execução","SIM","SIM","31/12/2018","30/08/2021",2021,"30/08/2021",2696101,2501286.89,194814.11,NA,0,"QUISSAMA","Pavimentação das Ruas Jerônimo Alves de Paula (770,28m) e os trechos das Ruas (José Saturnino (178,42m), Augusto de Carvalho (175,0m)e Doze de Setembro(170,0m)) entre a Rua Jerônimo Alves de Paula e a Avenida Francisco de Assis Carneiro da Silva, no município de Quissamã/RJ.","Administração Pública Municipal","MUNICIPIO DE QUISSAMA","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,7.23,"Nao",0
"1201",876630,1340255,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","02/05/2018","02/05/2020",2020,"02/05/2020",921877.39,911877.39,10000,NA,0,"RESENDE","Pavimentação, Drenagem e Obras Complementares no Município de Resende.","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.08,"Nao",0
"1202",876631,1340269,"Em execução","SIM","SIM","31/12/2018","27/09/2020",2020,"27/09/2020",949872.28,911877.39,37994.89,NA,0,"RIO CLARO","Pavimentação e construção de calçadas no Município de Rio Claro – RJ.","Administração Pública Municipal","MUNICIPIO DE RIO CLARO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,4,"Nao",0
"1203",877323,1321487,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","15/06/2018","15/06/2019",2019,"15/06/2019",921877.39,911877.39,10000,NA,0,"CACHOEIRAS DE MACACU","OBRAS DE ENGENHARIA CIVIL PARA CONSTRUÇÃO DO MERCADO MUNICIPAL DO PRODUTOR RURAL DE CACHOEIRAS DE MACACU","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0,1.08,"Nao",0
"1204",877432,1326946,"Em execução","SIM","SIM","28/12/2018","31/12/2020",2020,"28/12/2020",1363637,1350000,13637,NA,1350000,"BARRA MANSA","RESTAURO DA IGREJA CATÓLICA DE NOSSA SENHORA DO AMPARO – BARRA MANSA/RJ.","Administração Pública Municipal","MUNICIPIO DE BARRA MANSA","MINISTERIO DA CIDADANIA","INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL",99,1,"Sim",0
"1205",877433,1327788,"Em execução","SIM","SIM","28/12/2018","31/12/2020",2020,"28/12/2020",1021991.8,1e+06,21991.8,NA,1e+06,"PATY DO ALFERES","Execução da Consolidação, Reforço Estrutural e Restauração da Cobertura da Igreja Matriz N. Sª da Conceição de Paty do Alferes.","Administração Pública Municipal","MUNICIPIO DE PATY DO ALFERES","MINISTERIO DA CIDADANIA","INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL",97.85,2.15,"Sim",0
"1206",877505,1323771,"Convênio Anulado","NÃO","SIM","28/08/2018","28/05/2020",2020,"28/05/2020",912877.39,911877.39,1000,NA,0,"RIO DAS FLORES","Melhorias das Estradas Vicinais (RF01, RF02, RF03, RF04, RF05, RF06, RF07, RF08, RF09, RF10, RF11, RF12, RF13, RF14, RF15, RF16, RF17, RF18, RF 19, RF20, RF21, RF22, RF23, RF24,RF25, RF26 E RF27) em Rio das Flôres - RJ","Administração Pública Municipal","MUNICIPIO DE RIO DAS FLORES","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO","MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",0,0.11,"Nao",0
"1207",877724,1338879,"Em execução","SIM","SIM","31/10/2018","31/12/2020",2020,"31/07/2020",335595.24,318095.24,17500,NA,318095.24,"BARRA DO PIRAI","Construção de um campo sintético com academia ao Ar livre no bairro da Dr. Mesquita e reforma da Quadra do bairro da Roseira.","Administração Pública Municipal","MUNICIPIO DE BARRA DO PIRAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",94.79,5.21,"Sim",5
"1208",877804,1338077,"Convênio Anulado","NÃO","SIM","28/09/2018","01/11/2020",2020,"01/11/2020",350846.67,346666.67,4180,NA,346666.67,"CACHOEIRAS DE MACACU","CONSTRUÇÃO DE UMA PISTA DE ATLETISMO DA VILA OLÍMPICA NO MUNICÍPIO DE CACHOEIRAS DE MACACU - RJ","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.81,1.19,"Nao",0
"1209",877811,1335301,"Em execução","SIM","SIM","25/09/2018","31/12/2021",2021,"31/12/2021",232142.14,222857.14,9285,NA,222857.14,"SANTO ANTONIO DE PADUA","Reforma e modernização de Campo de Futebol","Administração Pública Municipal","MUNICIPIO DE SANTO ANTONIO DE PADUA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",96,4,"Nao",0
"1210",877812,1336388,"Em execução","SIM","SIM","24/08/2018","31/12/2021",2021,"31/12/2021",286642.58,222857.14,63785.44,231771.43,222857.14,"TRAJANO DE MORAIS","Construção de Quadra Poliesportiva","Administração Pública Municipal","MUNICIPIO DE TRAJANO DE MORAES","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",77.75,22.25,"Nao",0
"1211",877828,1338018,"Em execução","SIM","SIM","30/10/2018","31/12/2023",2023,"31/12/2023",259727.62,256870.48,2857.14,NA,256870.48,"RIO DAS OSTRAS","Reforma de Ginásio Poliesportivo, no Município de Rio das Ostras/RJ.","Administração Pública Municipal","MUNICIPIO DE RIO DAS OSTRAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.9,1.1,"Nao",0
"1212",877835,1337843,"Convênio Anulado","NÃO","SIM","28/09/2018","01/11/2020",2020,"01/11/2020",273776.19,270476.19,3300,NA,270476.19,"CACHOEIRAS DE MACACU","AQUISIÇÃO DE EQUIPAMENTOS E READEQUAÇÃO DOS VESTIÁRIOS DO CAMPO DE FUTEBOL DA VILA OLÍMPICA NO MUNICÍPIO DE CACHOEIRAS DE MACACU - RJ","Administração Pública Municipal","MUNICIPIO DE CACHOEIRAS DE MACACU","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.79,1.21,"Nao",0
"1213",877836,1337003,"Em execução","SIM","SIM","31/12/2018","30/12/2021",2021,"30/12/2021",288756.47,283757.34,4999.13,NA,283757.34,"ITAPERUNA","Implantação de equipamentos comunitários em praça","Administração Pública Municipal","MUNICIPIO DE ITAPERUNA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.27,1.73,"Nao",0
"1214",877967,1370549,"Em execução","SIM","SIM","31/10/2018","01/04/2021",2021,"01/04/2021",1382300,1382300,0,NA,1382300,"MIGUEL PEREIRA","AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",100,0,"Nao",0
"1215",878054,1343108,"Em execução","SIM","SIM","30/11/2018","30/08/2022",2022,"30/08/2022",225357.14,222857.14,2500,NA,222857.14,"BOM JESUS DO ITABAPOANA","Construção de uma Quadra poliesportiva, na comunidade da Usina Santa Isabel.","Administração Pública Municipal","MUNICIPIO DE BOM JESUS DO ITABAPOANA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",98.89,1.11,"Nao",0
"1216",878082,1376451,"Em execução","SIM","SIM","31/12/2018","30/12/2021",2021,"30/12/2021",1686000,1686000,0,NA,1686000,"TRAJANO DE MORAIS","CONSTRUÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE DE TRAJANO DE MORAES","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",100,0,"Nao",0
"1217",878083,1370548,"Em execução","SIM","SIM","30/11/2018","01/04/2021",2021,"01/04/2021",499100,499100,0,NA,499100,"MIGUEL PEREIRA","AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",100,0,"Nao",0
"1218",878084,1370547,"Em execução","SIM","SIM","31/10/2018","01/04/2021",2021,"01/04/2021",1685600,1385804,299796,NA,1385804,"MIGUEL PEREIRA","AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE MIGUEL PEREIRA","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",82.21,17.79,"Nao",0
"1219",878280,1336053,"Em execução","SIM","SIM","16/10/2018","31/12/2020",2020,"01/08/2020",226906.55,222620.84,4285.71,370000,222620.84,"NITEROI","Melhorias na infraestrutura da praia de Niterói/RJ para promover o direito de lazer às pessoas com deficiência e/ou mobilidade reduzida, integrando ações de inclusão para incremento do lazer e do turismo na cidade.","Administração Pública Municipal","MUNICIPIO DE NITEROI","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",98.11,1.89,"Sim",5
"1220",878432,1382772,"Em execução","SIM","SIM","27/12/2018","31/12/2020",2020,"23/09/2020",1889731.8,1869731.8,20000,NA,0,"ENGENHEIRO PAULO DE FRONTIN","Construção de Centro Poliesportivo no  Lago Azul e Quadras no município de Engenheiro Paulo de Frontin/RJ","Administração Pública Municipal","MUNICIPIO DE ENGENHEIRO PAULO DE FRONTIN","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,1.06,"Sim",3
"1221",878433,1383137,"Em execução","SIM","SIM","21/11/2018","01/11/2021",2021,"01/11/2021",1894731.8,1869731.8,25000,NA,0,"ITABORAI","Implantação de 3 (três) quadras esportivas no município de Itaboraí/RJ","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,1.32,"Nao",0
"1222",878434,1383138,"Em execução","SIM","SIM","21/11/2018","01/11/2021",2021,"01/11/2021",1894731.8,1869731.8,25000,NA,0,"ITABORAI","Modernização e reforma de quadras e ginásio no município de Itaboraí/RJ.","Administração Pública Municipal","MUNICIPIO DE ITABORAI","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,1.32,"Nao",0
"1223",878453,1327001,"Em execução","SIM","SIM","28/12/2018","31/12/2020",2020,"28/06/2020",306122.45,3e+05,6122.45,NA,3e+05,"BARRA DO PIRAI","Obras de Restauração e Conservação da Cobertura e Torre Sineira da Catedral de Santana em Barra do Piraí, localizada no Estado do Rio de Janeiro, bem tombado municipal.","Administração Pública Municipal","MUNICIPIO DE BARRA DO PIRAI","MINISTERIO DA CIDADANIA","INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL",98,2,"Sim",6
"1224",878549,1382922,"Em execução","SIM","SIM","05/10/2018","22/05/2021",2020,"24/09/2020",299904,299904,0,NA,299904,"NOVA IGUACU","AMPLIAÇÃO DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE","Administração Pública Municipal","FUNDO MUNICIPAL DE SAUDE","MINISTERIO DA SAUDE","MINISTERIO DA SAUDE",100,0,"Sim",8
"1225",878561,1380703,"Em execução","SIM","SIM","11/10/2018","31/12/2020",2020,"02/07/2020",648625.89,626685.6,21940.29,844663.38,0,"DUQUE DE CAXIAS","Reforma e Modernização do Centro Esportivo de Xerem, 4º distrito de Duque de Caxias.","Administração Pública Municipal","MUNICIPIO DE DUQUE DE CAXIAS","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",0,3.38,"Sim",6
"1226",878576,1334847,"Em execução","SIM","SIM","25/09/2018","31/12/2021",2021,"31/12/2021",231771.43,222857.14,8914.29,NA,222857.14,"SANTO ANTONIO DE PADUA","Reforma e Modernização de Campo de Futebol","Administração Pública Municipal","MUNICIPIO DE SANTO ANTONIO DE PADUA","MINISTERIO DA CIDADANIA","MINISTERIO DA CIDADANIA",96.15,3.85,"Nao",0
"1227",878666,1365445,"Em execução","SIM","SIM","30/11/2018","01/04/2021",2021,"01/04/2021",465952.38,460952.38,5000,NA,0,"ENGENHEIRO PAULO DE FRONTIN","Pavimentação da Rua Maria Isabel B. Portugal  - Engenheiro Paulo de Frontin/RJ","Administração Pública Municipal","MUNICIPIO DE ENGENHEIRO PAULO DE FRONTIN","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1.07,"Nao",0
"1228",878667,1366642,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","20/09/2018","20/09/2019",2019,"20/09/2019",460952.38,456352.38,4600,NA,0,"IGUABA GRANDE","Recapeamento de vias.","Administração Pública Municipal","MUNICIPIO DE IGUABA GRANDE","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,1,"Nao",0
"1229",878668,1365235,"Proposta/Plano de Trabalho Aprovado","SIM","SIM","01/07/2018","31/12/2021",2021,"31/12/2021",950000,911877.39,38122.61,NA,0,"NOVA FRIBURGO","Recapeamento Asfáltico no Distrito de Conselheiro Paulino","Administração Pública Municipal","MUNICIPIO DE NOVA FRIBURGO","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,4.01,"Nao",0
"1230",878670,1365071,"Em execução","SIM","SIM","28/09/2018","31/12/2020",2020,"28/06/2020",651442.31,460952.38,190489.93,500952.38,0,"RESENDE","Pavimentação e Drenagem no Município de Resende/RJ","Administração Pública Municipal","MUNICIPIO DE RESENDE","MINISTERIO DO DESENVOLVIMENTO REGIONAL","MINISTERIO DO DESENVOLVIMENTO REGIONAL",0,29.24,"Sim",6
